"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
27 Nov 2024 11:00:00.000,40.777,2.250037,-9999.990,-9999.990000,-50.860547,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:01:00.000,40.748,2.250037,-9999.990,-9999.990000,-47.791656,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:02:00.000,40.746,2.250037,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:03:00.000,40.772,2.250037,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:04:00.000,40.827,2.250037,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:05:00.000,40.912,2.250037,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:06:00.000,41.024,2.250036,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:07:00.000,41.163,2.250035,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:08:00.000,41.327,2.250035,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:09:00.000,41.512,2.250034,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:10:00.000,41.716,2.250033,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:11:00.000,41.934,2.250031,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:12:00.000,42.162,2.250030,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:13:00.000,42.397,2.250028,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:14:00.000,42.632,2.250027,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:15:00.000,42.864,2.250025,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:16:00.000,43.088,2.250023,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:17:00.000,43.300,2.250020,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:18:00.000,43.496,2.250018,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:19:00.000,43.672,2.250016,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:20:00.000,43.824,2.250013,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:21:00.000,43.951,2.250010,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:22:00.000,44.049,2.250007,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:23:00.000,44.116,2.250004,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:24:00.000,44.152,2.250001,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:25:00.000,44.155,2.249998,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:26:00.000,44.126,2.249995,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:27:00.000,44.063,2.249992,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:28:00.000,43.969,2.249989,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:29:00.000,43.844,2.249986,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:30:00.000,43.691,2.249983,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:31:00.000,43.511,2.249980,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:32:00.000,43.309,2.249977,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:33:00.000,43.088,2.249975,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:34:00.000,42.853,2.249972,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:35:00.000,42.608,2.249970,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:36:00.000,42.360,2.249968,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:37:00.000,42.113,2.249966,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:38:00.000,41.873,2.249964,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:39:00.000,41.647,2.249962,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:40:00.000,41.439,2.249960,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:41:00.000,41.256,2.249959,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:42:00.000,41.102,2.249958,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:43:00.000,40.981,2.249957,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:44:00.000,40.895,2.249956,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:45:00.000,40.848,2.249955,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:46:00.000,40.839,2.249955,-9999.990,-9999.990000,-54.621615,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:47:00.000,40.869,2.249954,-9999.990,-9999.990000,-47.872699,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:48:00.000,40.936,2.249954,-9999.990,-9999.990000,-40.745032,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:49:00.000,41.038,2.249954,-9999.990,-9999.990000,-32.020642,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:50:00.000,41.173,2.249954,-9999.990,-9999.990000,-33.352726,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:51:00.000,41.338,2.249955,-9999.990,-9999.990000,-42.508469,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:52:00.000,41.528,2.249955,-9999.990,-9999.990000,-27.572598,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:53:00.000,41.739,2.249956,-9999.990,-9999.990000,-25.863307,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:54:00.000,41.967,2.249956,-9999.990,-9999.990000,-33.925696,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 11:54:07.820,41.998,2.249956,-9999.990,-9999.990000,-37.298095,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
27 Nov 2024 12:41:14.422,42.068,2.250047,-9999.990,-9999.990000,-37.824087,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 12:42:14.000,41.826,2.250048,-9999.990,-9999.990000,-25.989716,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 12:43:14.000,41.601,2.250049,-9999.990,-9999.990000,-27.786052,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 12:44:14.000,41.402,2.250050,-9999.990,-9999.990000,-52.988607,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 12:45:14.000,41.232,2.250050,-9999.990,-9999.990000,-32.001347,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 12:46:14.000,41.099,2.250051,-9999.990,-9999.990000,-33.916631,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 12:47:14.000,41.007,2.250051,-9999.990,-9999.990000,-63.722273,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 12:48:14.000,40.961,2.250051,-9999.990,-9999.990000,-47.769878,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 12:49:14.000,40.963,2.250051,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 12:50:14.000,41.018,2.250051,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 12:51:14.000,41.125,2.250051,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 12:52:14.000,41.284,2.250050,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 12:53:14.000,41.493,2.250049,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 12:54:14.000,41.747,2.250048,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 12:55:14.000,42.041,2.250047,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 12:56:14.000,42.368,2.250046,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 12:57:14.000,42.721,2.250044,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 12:58:14.000,43.091,2.250042,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 12:59:14.000,43.469,2.250040,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:00:14.000,43.847,2.250037,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:01:14.000,44.216,2.250034,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:02:14.000,44.569,2.250031,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:03:14.000,44.898,2.250028,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:04:14.000,45.197,2.250025,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:05:14.000,45.462,2.250021,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:06:14.000,45.686,2.250017,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:07:14.000,45.868,2.250013,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:08:14.000,46.005,2.250009,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:09:14.000,46.095,2.250005,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:10:14.000,46.136,2.250001,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:11:14.000,46.129,2.249997,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:12:14.000,46.073,2.249993,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:13:14.000,45.971,2.249989,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:14:14.000,45.822,2.249985,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:15:14.000,45.629,2.249981,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:16:14.000,45.395,2.249977,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:17:14.000,45.123,2.249974,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:18:14.000,44.819,2.249971,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:19:14.000,44.488,2.249968,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:20:14.000,44.136,2.249965,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:21:14.000,43.771,2.249962,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:22:14.000,43.400,2.249960,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:23:14.000,43.032,2.249958,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:24:14.000,42.674,2.249956,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:25:14.000,42.335,2.249954,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:26:14.000,42.022,2.249953,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:27:14.000,41.744,2.249952,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:28:14.000,41.505,2.249951,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:29:14.000,41.310,2.249950,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:30:14.000,41.163,2.249950,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:31:14.000,41.065,2.249949,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:32:14.000,41.017,2.249949,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:33:14.000,41.017,2.249949,-9999.990,-9999.990000,-47.790526,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:34:14.000,41.064,2.249950,-9999.990,-9999.990000,-73.902535,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:35:14.000,41.152,2.249950,-9999.990,-9999.990000,-34.408631,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:36:14.000,41.279,2.249951,-9999.990,-9999.990000,-31.697020,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:37:14.000,41.438,2.249952,-9999.990,-9999.990000,-51.319020,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:38:14.000,41.625,2.249953,-9999.990,-9999.990000,-29.024712,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:39:14.000,41.835,2.249954,-9999.990,-9999.990000,-25.659899,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:40:14.000,42.063,2.249955,-9999.990,-9999.990000,-31.823635,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 13:40:28.648,42.120,2.249955,-9999.990,-9999.990000,-37.462757,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
27 Nov 2024 14:27:30.395,42.158,2.250039,-9999.990,-9999.990000,-41.455412,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:28:30.000,41.958,2.250039,-9999.990,-9999.990000,-26.930561,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:29:30.000,41.770,2.250040,-9999.990,-9999.990000,-25.974038,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:30:30.000,41.598,2.250040,-9999.990,-9999.990000,-31.426599,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:31:30.000,41.445,2.250040,-9999.990,-9999.990000,-45.002071,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:32:30.000,41.314,2.250041,-9999.990,-9999.990000,-31.953524,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:33:30.000,41.206,2.250040,-9999.990,-9999.990000,-32.687440,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:34:30.000,41.124,2.250040,-9999.990,-9999.990000,-41.872892,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:35:30.000,41.069,2.250040,-9999.990,-9999.990000,-48.565372,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:36:30.000,41.042,2.250039,-9999.990,-9999.990000,-50.139283,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:37:30.000,41.043,2.250039,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:38:30.000,41.073,2.250038,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:39:30.000,41.130,2.250037,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:40:30.000,41.212,2.250036,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:41:30.000,41.318,2.250035,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:42:30.000,41.443,2.250034,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:43:30.000,41.586,2.250032,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:44:30.000,41.742,2.250031,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:45:30.000,41.908,2.250029,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:46:30.000,42.079,2.250027,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:47:30.000,42.252,2.250025,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:48:30.000,42.422,2.250023,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:49:30.000,42.586,2.250021,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:50:30.000,42.741,2.250019,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:51:30.000,42.883,2.250016,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:52:30.000,43.010,2.250014,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:53:30.000,43.119,2.250012,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:54:30.000,43.209,2.250009,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:55:30.000,43.278,2.250007,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:56:30.000,43.325,2.250004,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:57:30.000,43.349,2.250002,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:58:30.000,43.351,2.249999,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 14:59:30.000,43.330,2.249997,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:00:30.000,43.287,2.249994,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:01:30.000,43.223,2.249992,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:02:30.000,43.140,2.249990,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:03:30.000,43.038,2.249987,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:04:30.000,42.921,2.249985,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:05:30.000,42.790,2.249983,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:06:30.000,42.648,2.249981,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:07:30.000,42.497,2.249980,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:08:30.000,42.341,2.249978,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:09:30.000,42.182,2.249977,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:10:30.000,42.023,2.249975,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:11:30.000,41.868,2.249974,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:12:30.000,41.719,2.249973,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:13:30.000,41.579,2.249972,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:14:30.000,41.450,2.249971,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:15:30.000,41.336,2.249970,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:16:30.000,41.236,2.249969,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:17:30.000,41.155,2.249969,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:18:30.000,41.091,2.249968,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:19:30.000,41.047,2.249968,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:20:30.000,41.023,2.249968,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:21:30.000,41.019,2.249968,-9999.990,-9999.990000,-54.159949,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:22:30.000,41.034,2.249968,-9999.990,-9999.990000,-46.139871,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
27 Nov 2024 15:23:30.000,41.068,2.249968,-9999.990,-9999.990000,-68.703452,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
