"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
28 Nov 2024 07:31:03.000,41.924,2.250043,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:32:03.000,42.261,2.250041,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:33:03.000,42.613,2.250039,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:34:03.000,42.972,2.250037,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:35:03.000,43.328,2.250034,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:36:03.000,43.674,2.250032,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:37:03.000,44.003,2.250029,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:38:03.000,44.307,2.250026,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:39:03.000,44.580,2.250022,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:40:03.000,44.819,2.250019,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:41:03.000,45.018,2.250015,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:42:03.000,45.175,2.250011,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:43:03.000,45.288,2.250008,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:44:03.000,45.355,2.250004,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:45:03.000,45.376,2.250000,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:46:03.000,45.350,2.249996,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:47:03.000,45.278,2.249992,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:48:03.000,45.162,2.249989,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:49:03.000,45.003,2.249985,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:50:03.000,44.804,2.249982,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:51:03.000,44.569,2.249979,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:52:03.000,44.301,2.249976,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:53:03.000,44.005,2.249973,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:54:03.000,43.688,2.249970,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:55:03.000,43.355,2.249968,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:56:03.000,43.013,2.249965,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:57:03.000,42.669,2.249963,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:58:03.000,42.331,2.249962,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 07:59:03.000,42.006,2.249960,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 08:00:03.000,41.701,2.249959,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 08:01:03.000,41.422,2.249958,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 08:02:03.000,41.176,2.249957,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 08:03:03.000,40.967,2.249956,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 08:04:03.000,40.798,2.249956,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 08:05:03.000,40.673,2.249955,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 08:06:03.000,40.591,2.249955,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 08:07:03.000,40.554,2.249955,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 08:08:03.000,40.560,2.249955,-9999.990,-9999.990000,-46.926007,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 08:09:03.000,40.606,2.249956,-9999.990,-9999.990000,-78.485502,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 08:10:03.000,40.689,2.249956,-9999.990,-9999.990000,-35.650040,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 08:11:03.000,40.806,2.249957,-9999.990,-9999.990000,-31.407054,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 08:12:03.000,40.951,2.249957,-9999.990,-9999.990000,-36.693722,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 08:13:03.000,41.122,2.249958,-9999.990,-9999.990000,-35.425993,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 08:14:03.000,41.313,2.249959,-9999.990,-9999.990000,-26.728883,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 08:15:03.000,41.519,2.249960,-9999.990,-9999.990000,-26.067018,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 08:16:03.000,41.738,2.249961,-9999.990,-9999.990000,-33.753650,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 08:16:13.679,41.778,2.249962,-9999.990,-9999.990000,-37.974766,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
28 Nov 2024 09:04:33.767,41.815,2.250030,-9999.990,-9999.990000,-43.411007,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:05:33.000,41.646,2.250030,-9999.990,-9999.990000,-28.477499,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:06:33.000,41.483,2.250030,-9999.990,-9999.990000,-25.701816,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:07:33.000,41.329,2.250030,-9999.990,-9999.990000,-26.657661,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:08:33.000,41.186,2.250031,-9999.990,-9999.990000,-31.583510,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:09:33.000,41.055,2.250031,-9999.990,-9999.990000,-58.069514,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:10:33.000,40.939,2.250030,-9999.990,-9999.990000,-34.599292,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:11:33.000,40.837,2.250030,-9999.990,-9999.990000,-31.439578,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:12:33.000,40.751,2.250030,-9999.990,-9999.990000,-32.826068,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:13:33.000,40.681,2.250030,-9999.990,-9999.990000,-38.618481,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:14:33.000,40.629,2.250029,-9999.990,-9999.990000,-63.548057,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:15:33.000,40.593,2.250029,-9999.990,-9999.990000,-46.456622,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:16:33.000,40.575,2.250028,-9999.990,-9999.990000,-49.728589,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:17:33.000,40.574,2.250028,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:18:33.000,40.588,2.250027,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:19:33.000,40.618,2.250026,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:20:33.000,40.662,2.250025,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:21:33.000,40.719,2.250024,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:22:33.000,40.786,2.250023,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:23:33.000,40.863,2.250022,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:24:33.000,40.947,2.250021,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:25:33.000,41.037,2.250020,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:26:33.000,41.130,2.250019,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:27:33.000,41.225,2.250017,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:28:33.000,41.319,2.250016,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:29:33.000,41.412,2.250015,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:30:33.000,41.500,2.250013,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:31:33.000,41.583,2.250012,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:32:33.000,41.659,2.250010,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:33:33.000,41.727,2.250009,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:34:33.000,41.786,2.250007,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:35:33.000,41.835,2.250006,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:36:33.000,41.872,2.250004,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:37:33.000,41.899,2.250002,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:38:33.000,41.913,2.250001,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:39:33.000,41.916,2.249999,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:40:33.000,41.907,2.249998,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:41:33.000,41.886,2.249996,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:42:33.000,41.854,2.249994,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:43:33.000,41.812,2.249993,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:44:33.000,41.760,2.249991,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:45:33.000,41.699,2.249990,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:46:33.000,41.630,2.249989,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:47:33.000,41.554,2.249987,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:48:33.000,41.474,2.249986,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:49:33.000,41.389,2.249985,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:50:33.000,41.302,2.249983,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:51:33.000,41.214,2.249982,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:52:33.000,41.127,2.249981,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:53:33.000,41.043,2.249980,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:54:33.000,40.962,2.249979,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:55:33.000,40.888,2.249978,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:56:33.000,40.820,2.249977,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:57:33.000,40.761,2.249977,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:58:33.000,40.712,2.249976,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 09:59:33.000,40.674,2.249975,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 10:00:33.000,40.648,2.249974,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 10:01:33.000,40.635,2.249974,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 10:02:33.000,40.636,2.249973,-9999.990,-9999.990000,-53.747858,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 10:03:33.000,40.651,2.249973,-9999.990,-9999.990000,-46.125456,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 10:04:33.000,40.679,2.249973,-9999.990,-9999.990000,-52.113733,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 10:05:33.000,40.722,2.249972,-9999.990,-9999.990000,-44.827559,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 10:06:33.000,40.779,2.249972,-9999.990,-9999.990000,-35.534126,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 10:07:33.000,40.849,2.249972,-9999.990,-9999.990000,-31.960545,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 10:08:33.000,40.933,2.249972,-9999.990,-9999.990000,-31.686572,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 10:09:33.000,41.028,2.249972,-9999.990,-9999.990000,-35.706344,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 10:10:33.000,41.136,2.249972,-9999.990,-9999.990000,-52.272822,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 10:11:33.000,41.254,2.249972,-9999.990,-9999.990000,-31.981166,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 10:12:33.000,41.381,2.249972,-9999.990,-9999.990000,-27.087790,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 10:13:33.000,41.517,2.249972,-9999.990,-9999.990000,-25.634238,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 10:14:33.000,41.660,2.249973,-9999.990,-9999.990000,-26.941826,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 10:15:33.000,41.809,2.249973,-9999.990,-9999.990000,-32.957186,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 10:15:53.027,41.860,2.249973,-9999.990,-9999.990000,-38.166060,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
28 Nov 2024 11:04:57.482,41.931,2.250034,-9999.990,-9999.990000,-37.749822,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:05:57.000,41.744,2.250035,-9999.990,-9999.990000,-27.007993,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:06:57.000,41.564,2.250036,-9999.990,-9999.990000,-25.788493,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:07:57.000,41.395,2.250037,-9999.990,-9999.990000,-29.684751,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:08:57.000,41.240,2.250038,-9999.990,-9999.990000,-53.139175,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:09:57.000,41.102,2.250038,-9999.990,-9999.990000,-33.333069,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:10:57.000,40.985,2.250039,-9999.990,-9999.990000,-31.674253,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:11:57.000,40.891,2.250040,-9999.990,-9999.990000,-37.208086,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:12:57.000,40.824,2.250040,-9999.990,-9999.990000,-60.953984,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:13:57.000,40.787,2.250040,-9999.990,-9999.990000,-46.749500,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:14:57.000,40.781,2.250040,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:15:57.000,40.809,2.250040,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:16:57.000,40.871,2.250040,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:17:57.000,40.968,2.250040,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:18:57.000,41.098,2.250040,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:19:57.000,41.260,2.250039,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:20:57.000,41.451,2.250038,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:21:57.000,41.669,2.250037,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:22:57.000,41.908,2.250036,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:23:57.000,42.165,2.250035,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:24:57.000,42.433,2.250033,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:25:57.000,42.707,2.250031,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:26:57.000,42.983,2.250029,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:27:57.000,43.253,2.250027,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:28:57.000,43.513,2.250025,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:29:57.000,43.757,2.250022,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:30:57.000,43.982,2.250020,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:31:57.000,44.181,2.250017,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:32:57.000,44.352,2.250014,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:33:57.000,44.492,2.250011,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:34:57.000,44.598,2.250007,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:35:57.000,44.668,2.250004,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:36:57.000,44.700,2.250001,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:37:57.000,44.694,2.249997,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:38:57.000,44.649,2.249994,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:39:57.000,44.567,2.249990,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:40:57.000,44.447,2.249987,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:41:57.000,44.293,2.249984,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:42:57.000,44.106,2.249980,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:43:57.000,43.890,2.249977,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:44:57.000,43.648,2.249974,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:45:57.000,43.386,2.249971,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:46:57.000,43.108,2.249969,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:47:57.000,42.822,2.249966,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:48:57.000,42.532,2.249964,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:49:57.000,42.247,2.249962,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:50:57.000,41.974,2.249960,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:51:57.000,41.718,2.249958,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:52:57.000,41.487,2.249957,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:53:57.000,41.287,2.249955,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:54:57.000,41.122,2.249954,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:55:57.000,40.996,2.249953,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:56:57.000,40.914,2.249953,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
28 Nov 2024 11:57:57.000,40.875,2.249952,-9999.990,-9999.990000,-54.623980,-9999.990000,100.000,-9999.9900,-9999.9900,5.000000e-01
